# Eye_lean Scene Events Sidecar
# FileVersion: 1.0
# SessionID: 20260503_160712_a22a689f
Frame,T,EventType,ObjectId,Detail
11529,262.170700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11530,262.181900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11531,262.193000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11532,262.204400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11533,262.215200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11534,262.226500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11535,262.238200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11536,262.248700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11537,262.260000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11538,262.271300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11539,262.282400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11540,262.293300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11541,262.304400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11542,262.315600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11543,262.327500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11544,262.338000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11545,262.348900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11546,262.360300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11547,262.371500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11548,262.382400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11549,262.393800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11550,262.404700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11551,262.416100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11552,262.427200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11553,262.439500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11554,262.449000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11555,262.460100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11556,262.471600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11557,262.482800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11558,262.493700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11559,262.505200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11560,262.516200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11561,262.527000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11562,262.538400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11563,262.549500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11564,262.560400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11565,262.571800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11566,262.582900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11567,262.594100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11568,262.605100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11569,262.616400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11570,262.627300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11571,262.638900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11572,262.649500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11573,262.660800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11574,262.672000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11575,262.683400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11576,262.694100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11577,262.705700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11578,262.716500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11579,262.727800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11580,262.739100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11581,262.750100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11582,262.760900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11583,262.772400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11584,262.783400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11585,262.794600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11586,262.805500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11587,262.817000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11588,262.827900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11589,262.839100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11590,262.850200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11591,262.861100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11592,262.872300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11593,262.883700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11594,262.894600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11595,262.905700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11596,262.917000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11597,262.928200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11598,262.939400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11599,262.950700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11600,262.961400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11601,262.972900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11602,262.984000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11603,262.995000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11604,263.005900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11605,263.017400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11606,263.028400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11607,263.039600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11608,263.050900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11609,263.061600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11610,263.072700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11611,263.084400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11612,263.095800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11613,263.106300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11614,263.117800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11615,263.128600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11616,263.139900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11617,263.151200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11618,263.162100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11619,263.173200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11620,263.184400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11621,263.195400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11622,263.206500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11623,263.218400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11624,263.229100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11625,263.240200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11626,263.251300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11627,263.262200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11628,263.273100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11629,263.284500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11630,263.296000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11631,263.306700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11632,263.317900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11633,263.329000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11634,263.341800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11635,263.351200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11636,263.362600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11637,263.373700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11638,263.384600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11639,263.395900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11640,263.406900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11641,263.418300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11642,263.429400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11643,263.440400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11644,263.451500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11645,263.462900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11646,263.473800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11647,263.484800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11648,263.496300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11649,263.507200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11650,263.518600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11651,263.529600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11652,263.540600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11653,263.551800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11654,263.563100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11655,263.574600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11656,263.585300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11657,263.596400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11658,263.607400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11659,263.618600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11660,263.630000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11661,263.640800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11662,263.652100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11663,263.663100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11664,263.674300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11665,263.685500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11666,263.696600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11667,263.708000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11668,263.719100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 7s...
11669,263.730300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11670,263.741400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11671,263.752200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11672,263.763500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11673,263.774800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11674,263.785700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11675,263.797000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11676,263.808200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11677,263.819100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11678,263.830500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11679,263.841600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11680,263.852700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11681,263.863700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11682,263.875000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11683,263.886000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11684,263.897400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11685,263.908500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11686,263.919600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11687,263.930600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11688,263.942100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11689,263.952900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11690,263.964100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11691,263.975700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11692,263.986600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11693,263.997500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11694,264.008800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11695,264.019900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11696,264.031000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11697,264.042600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11698,264.053300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11699,264.064200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11700,264.075400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11701,264.086500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11702,264.097600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11703,264.108900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11704,264.120300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11705,264.131000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11706,264.142400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11707,264.153300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11708,264.164500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11709,264.175800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11710,264.186900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11711,264.197900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11712,264.209000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11713,264.220600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11714,264.231300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11715,264.242800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11716,264.254500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11717,264.264600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11718,264.275800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11719,264.287800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11720,264.298300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11721,264.309200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11722,264.321500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11723,264.331800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11724,264.342600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11725,264.354900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11726,264.364800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11727,264.376300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11728,264.387800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11729,264.398800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11730,264.410600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11731,264.421400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11732,264.431800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11733,264.443100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11734,264.454800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11735,264.465300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11736,264.476100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11737,264.488400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11738,264.499000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11739,264.509800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
